config_name,first_choice_pct,avg_student_satisfaction_rate,workload_std_dev,balance_weight,score_weights
Config_130,60.0,82.69444444444444,0.8488872593578873,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_131,57.99999999999999,84.52777777777777,1.1886619668382754,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_132,54.666666666666664,84.77777777777777,0.9554670436011059,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_133,52.0,82.02777777777777,1.1558521507895203,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_134,52.0,82.02777777777777,0.9949072058895314,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_135,46.0,84.69444444444444,0.9351233784620611,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_136,50.66666666666667,84.77777777777777,1.266974728917483,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_137,30.0,79.75,2.47087534362127,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_138,29.333333333333332,80.41666666666667,2.4786461026489985,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_139,28.000000000000004,82.69444444444444,2.423727652387186,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_140,29.333333333333332,84.69444444444444,2.423727652387186,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_141,30.0,79.75,2.47087534362127,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_142,29.333333333333332,80.41666666666667,2.4786461026489985,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_143,26.0,82.02777777777777,2.5171400824119345,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_144,24.0,83.02777777777777,2.5924138518184447,5.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
Config_145,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 10}"
Config_146,96.66666666666667,77.91666666666667,3.01110667782694,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_147,84.0,83.75,2.5323738411632353,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_148,81.33333333333333,84.52777777777777,2.5247684513527773,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_149,88.66666666666667,76.91666666666667,2.5171400824119345,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_150,86.0,79.25,2.4630800687866383,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_151,78.0,84.25,2.351234119944769,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_152,76.0,84.69444444444444,2.351234119944769,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_153,37.333333333333336,78.75,2.318287241250812,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_154,38.0,78.91666666666667,2.2932664732999704,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_155,34.66666666666667,82.75,2.233795055131718,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_156,34.66666666666667,84.69444444444444,2.250947228447169,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_157,32.666666666666664,78.41666666666667,2.5323738411632353,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_158,32.666666666666664,78.41666666666667,2.5323738411632353,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_159,28.666666666666668,81.25,2.5094885247841288,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_160,28.666666666666668,82.58333333333333,2.4395447956267122,5.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
Config_161,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 10}"
Config_162,100.0,76.25,3.1909478279405645,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_163,100.0,77.25,3.3092867524391685,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_164,90.66666666666666,81.91666666666667,2.953067825008451,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_165,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_166,100.0,76.25,3.1909478279405645,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_167,100.0,77.25,3.3150928114203553,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_168,90.66666666666666,81.91666666666667,2.9005029342181055,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_169,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_170,100.0,76.25,3.1909478279405645,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_171,98.66666666666667,77.91666666666667,3.2565664377862045,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_172,88.0,82.58333333333333,2.8537145095781864,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_173,59.333333333333336,79.41666666666667,1.9974584722418922,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_174,61.33333333333333,79.41666666666667,2.0356047018458834,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_175,64.66666666666666,80.41666666666667,2.233795055131718,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_176,60.66666666666667,82.08333333333333,2.1006944735986326,5.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
Config_177,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 10}"
Config_178,100.0,76.25,3.1909478279405645,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_179,100.0,77.25,3.285959929156657,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_180,100.0,77.25,3.285959929156657,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_181,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_182,100.0,76.25,3.1909478279405645,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_183,100.0,77.25,3.2976439669779847,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_184,100.0,77.25,3.3150928114203553,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_185,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_186,100.0,76.25,3.1909478279405645,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_187,100.0,77.25,3.2976439669779847,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_188,100.0,77.25,3.3150928114203553,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_189,100.0,75.91666666666667,3.148478564546349,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_190,100.0,76.25,3.1909478279405645,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_191,100.0,77.25,3.2976439669779847,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_192,98.66666666666667,77.91666666666667,3.2683555560309845,5.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
Config_193,56.00000000000001,81.69444444444444,0.3790600245041255,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 5, 'student_topic_satisfaction': 10}"
Config_194,54.666666666666664,82.36111111111111,0.3790600245041255,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_195,48.66666666666667,84.36111111111111,0.5089902922077038,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_196,47.333333333333336,84.69444444444444,0.5454655406377401,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_197,44.666666666666664,82.02777777777777,0.37906002450412557,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_198,44.0,82.02777777777777,0.3790600245041255,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_199,42.0,84.52777777777777,0.5089902922077038,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_200,43.333333333333336,84.69444444444444,0.5454655406377401,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_201,34.0,80.19444444444443,2.2423875416155106,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_202,34.0,81.02777777777777,2.16382717439231,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_203,33.33333333333333,82.36111111111111,2.1369986956603397,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_204,34.66666666666667,84.69444444444444,2.2251693890284794,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_205,30.0,79.52777777777777,2.45526004463732,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_206,29.333333333333332,80.41666666666667,2.4786461026489985,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_207,26.0,81.3611111111111,2.4786461026489985,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_208,28.000000000000004,82.69444444444444,2.4552600446373196,10.0,"{'prog_first_choice': 10, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
Config_209,70.0,80.94444444444444,1.4772095452706115,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 10}"
Config_210,61.33333333333333,81.02777777777777,0.6718473114252792,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_211,59.333333333333336,82.69444444444444,0.7779620580179536,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_212,57.333333333333336,84.52777777777777,1.051296800963234,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_213,70.66666666666667,80.94444444444444,1.5409269070745368,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_214,59.333333333333336,81.69444444444444,0.6119278821448645,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_215,60.0,82.69444444444444,0.8488872593578873,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_216,57.333333333333336,84.52777777777777,1.104812010751216,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_217,34.66666666666667,80.3611111111111,2.216510155945115,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_218,34.66666666666667,81.52777777777777,2.1279807063957263,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_219,36.0,82.36111111111111,2.0637517092813478,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_220,34.66666666666667,84.69444444444444,2.250947228447169,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_221,30.0,79.52777777777777,2.4552600446373196,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_222,30.0,79.75,2.47087534362127,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_223,28.666666666666668,80.75,2.4863925757286616,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_224,28.000000000000004,82.69444444444444,2.423727652387186,10.0,"{'prog_first_choice': 20, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
Config_225,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 10}"
Config_226,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_227,100.0,76.25,3.1667494196403436,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_228,90.0,82.08333333333333,2.9334663733739186,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_229,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_230,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_231,99.33333333333333,76.58333333333334,3.1423646721770373,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_232,88.0,82.58333333333333,2.8266305645292444,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_233,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_234,98.66666666666667,76.41666666666667,3.0805584474784626,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_235,94.66666666666667,78.25,2.9660634949412703,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_236,88.0,82.58333333333333,2.887212183834912,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_237,59.333333333333336,79.08333333333334,1.9878075384376064,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_238,62.0,79.41666666666667,2.073049120504196,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_239,62.66666666666667,79.75,2.082305019559997,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_240,59.333333333333336,82.08333333333333,2.118924337566331,10.0,"{'prog_first_choice': 50, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
Config_241,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 10}"
Config_242,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 20}"
Config_243,100.0,76.25,3.1909478279405645,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 50}"
Config_244,100.0,77.25,3.285959929156657,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 5, 'student_topic_satisfaction': 100}"
Config_245,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 10}"
Config_246,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 20}"
Config_247,100.0,76.25,3.1909478279405645,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 50}"
Config_248,100.0,77.25,3.3150928114203553,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 10, 'student_topic_satisfaction': 100}"
Config_249,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 10}"
Config_250,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 20}"
Config_251,100.0,76.25,3.1909478279405645,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 50}"
Config_252,100.0,77.25,3.3150928114203553,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 25, 'student_topic_satisfaction': 100}"
Config_253,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 10}"
Config_254,100.0,75.91666666666667,3.148478564546349,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 20}"
Config_255,100.0,76.25,3.1728163239075142,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 50}"
Config_256,97.33333333333334,78.58333333333334,3.2029784759753985,10.0,"{'prog_first_choice': 100, 'prog_second_choice': 50, 'student_topic_satisfaction': 100}"
